# 形近对表 v1（2026-09-22）。对象：现役 CNN 类表 4654 类。判据：(a) IDS 关系（同结构只差一槽 slot / 同部件异布局 layout）且字体模板 embedding 余弦 ≥ 0.945；(b) 任意两类字体模板余弦 ≥ 0.955（visual，含独体）。余弦来自 r5 主干 171dafe12f59 对 fonts/ 全部字体（49a4dcab1818）渲染均值；IDS 词表 1b4e652f5be9。标定：諭/論 .958 己/巳 .947 日/曰 .961 王/玉 .960 士/土 .975 戌/戍 .961 侯/候 .961；湄/潰 .937 泌/湖 .909 被 (a) 挡在外。随机类对 p50/p99 = .924/.944。
# 用途：形近靶子抽样、训练硬负例批采样、审字卡片提示「存在形近字 X，差在 R 槽 俞/侖」。**不进放行**。
a	b	kind	cos	detail
輯	輴	slot	0.9488	⿰:R:咠/盾
菲	𧃲	slot	0.9488	⿱:B:麻米/非
代	伴	slot	0.9488	⿰:R:半/弋
牡	牧	slot	0.9488	⿰:R:攵/土
紬	軸	slot	0.9488	⿰:L:糸/車
妃	姬	slot	0.9488	⿰:R:𦣞/己
輤	𨏵	slot	0.9488	⿰:R:爫尸止几巳夊/青
捜	攘	slot	0.9488	⿰:R:申又/襄
刳	剳	slot	0.9488	⿰:L:夸/荅
筓	簔	slot	0.9488	⿱:B:衣廿一/幵
㩁	擴	slot	0.9488	⿰:R:廣/宀隹
儔	禱	slot	0.9488	⿰:L:亻/示
洎	涓	slot	0.9488	⿰:R:自/肙
㩁	擯	slot	0.9488	⿰:R:賓/宀隹
禍	𥙐	slot	0.9488	⿰:R:咼/后
洗	洮	slot	0.9488	⿰:R:兆/先
迦	𨓜	slot	0.9488	⿺:I:加/免
使	侵	slot	0.9488	⿰:R:吏/𠬶
潛	𣵠	slot	0.9488	⿰:R:朁/豕
璇	璘	slot	0.9488	⿰:R:旋/粦
慷	懷	slot	0.9488	⿰:R:褱/康
架	𣙗	slot	0.9488	⿱:T:加/執
寘	寛	slot	0.9488	⿱:B:真/艹見
合	吞	slot	0.9488	⿱:T:亼/天
供	鉷	slot	0.9488	⿰:L:金/亻
社	祚	slot	0.9488	⿰:R:土/乍
什	汁	slot	0.9488	⿰:L:亻/氵
六	卞	slot	0.9488	⿱:B:八/卜
葱	藜	slot	0.9488	⿱:B:怱/黎
珠	琊	slot	0.9488	⿰:R:牙阝/朱
攽	邠	slot	0.9488	⿰:R:攵/阝
渤	湖	slot	0.9488	⿰:R:胡/孛力
確	礦	slot	0.9488	⿰:R:隺/廣
嫚	嬛	slot	0.9488	⿰:R:曼/睘
脾	腔	slot	0.9488	⿰:R:卑/空
縮	𫃟	slot	0.9488	⿰:R:宿/未
著	蕃	slot	0.9488	⿱:B:番/者
牱	犆	slot	0.9488	⿰:R:可/直
莘	萃	slot	0.9488	⿱:B:卒/辛
震	霞	slot	0.9488	⿱:B:叚/辰
鈿	鉗	slot	0.9488	⿰:R:田/甘
勒	韇	slot	0.9488	⿰:R:賣/力
揣	摧	slot	0.9488	⿰:R:耑/崔
侮	儉	slot	0.9488	⿰:R:僉/每
煉	鍊	slot	0.9488	⿰:L:金/火
滔	𣵠	slot	0.9488	⿰:R:豕/舀
僅	儓	slot	0.9488	⿰:R:堇/臺
祧	𥙐	slot	0.9488	⿰:R:兆/后
剭	劉	slot	0.9488	⿰:L:屋/𱍸刀金
庾	廙	slot	0.9488	⿸:I:臾/異
密	寗	slot	0.9488	⿱:B:冉/山
錐	雜	slot	0.9488	⿰:L:亠从木/金
